Ticker,Signal,Current_Price,Trend_Assessment,RSI,MACD,MA20,MA50,MA200,ATR,Buy_Range_Low,Buy_Range_High,Stop_Loss,Target,RR_Ratio,Risk_Context,Confidence,Rules_Passed,Rules_Failed
IFCI.NS,SELL,54.2,downtrend,34.94,-1.01,56.46,,56.54,2.56,,,59.32,41.41,2.5,LOW,77,0,3
FORCEMOT.NS,HOLD,20720.0,weak_trend,28.88,-414.76,22573.7,,18306.58,1465.21,,,18522.18,23650.43,1.33,ELEVATED,40,0,3
SBFC.NS,SELL,85.68,downtrend,22.03,-2.05,93.04,,105.54,3.13,,,91.94,70.03,2.5,LOW,83,0,3
HINDCOPPER.NS,HOLD,470.5,weak_trend,22.28,-22.83,541.06,,372.18,25.1,,,432.86,520.69,1.33,ELEVATED,40,0,3
BSE.NS,HOLD,2895.0,weak_trend,55.76,28.48,2793.14,,2605.24,103.3,,,2740.05,3101.6,1.33,ELEVATED,40,2,1
PREMIERENE.NS,HOLD,864.35,weak_trend,81.87,19.18,764.64,,946.83,31.77,,,816.7,927.89,1.33,ELEVATED,40,0,3
IREDA.NS,HOLD,116.58,weak_trend,37.09,-3.23,119.22,,145.33,4.33,,,110.09,125.24,1.33,LOW,40,0,3
HINDZINC.NS,SELL,506.15,downtrend,23.43,-21.94,579.86,,512.29,21.0,,,548.15,401.15,2.5,ELEVATED,83,1,2
SARDAEN.NS,SELL,509.65,downtrend,47.74,3.09,529.63,,511.59,24.7,,,559.04,386.17,2.5,ELEVATED,71,0,3
ANANTRAJ.NS,SELL,447.8,downtrend,24.84,-23.59,496.44,,567.63,20.79,,,489.38,343.85,2.5,ELEVATED,82,0,3
PFC.NS,SELL,411.85,downtrend,47.14,5.26,411.54,,387.86,17.55,,,446.96,324.08,2.5,NORMAL,71,1,2
SJVN.NS,SELL,68.73,downtrend,38.78,-1.17,71.54,,84.58,2.79,,,74.31,54.78,2.5,LOW,75,0,3
HOMEFIRST.NS,SELL,959.6,downtrend,17.51,-46.41,1077.14,,1208.75,47.16,,,1053.93,723.78,2.5,ELEVATED,86,0,3
COALINDIA.NS,HOLD,454.2,weak_trend,60.96,9.98,442.38,,386.21,13.84,,,433.44,481.88,1.33,NORMAL,40,2,1
CHENNPETRO.NS,BUY,1020.3,uptrend,59.95,30.46,951.85,,809.76,74.59,999.89,1040.71,871.12,1393.25,2.5,ELEVATED,74,3,0
VTL.NS,HOLD,529.25,weak_trend,40.53,13.56,540.61,,452.54,19.48,,,500.04,568.2,1.33,NORMAL,40,0,3
LINDEINDIA.NS,HOLD,7011.5,weak_trend,52.72,194.86,6851.55,,6369.03,269.86,,,6606.71,7551.21,1.33,ELEVATED,40,2,1
VEDL.NS,HOLD,665.35,weak_trend,29.36,0.99,703.33,,527.29,27.55,,,624.03,720.44,1.33,ELEVATED,40,0,3
ABLBL.NS,HOLD,93.34,weak_trend,37.02,-3.69,101.43,,0.0,4.49,,,86.6,102.32,1.33,LOW,40,0,3
INDUSINDBK.NS,SELL,816.3,downtrend,22.18,-25.89,894.77,,833.78,28.74,,,873.79,672.59,2.5,ELEVATED,83,1,2
MANAPPURAM.NS,SELL,264.15,downtrend,31.35,-10.19,275.3,,279.84,11.01,,,286.18,209.08,2.5,LOW,79,1,2
GODFRYPHLP.NS,SELL,1996.1,downtrend,41.67,-44.09,2107.91,,2816.64,70.91,,,2137.91,1641.56,2.5,ELEVATED,74,0,3
TATASTEEL.NS,HOLD,190.51,weak_trend,30.62,-2.27,200.32,,173.92,7.5,,,179.26,205.51,1.33,LOW,40,0,3
SAIL.NS,HOLD,152.55,weak_trend,34.79,-1.18,156.09,,137.18,6.94,,,142.15,166.42,1.33,LOW,40,0,3
IEX.NS,HOLD,118.25,weak_trend,34.2,-1.91,122.61,,146.16,3.84,,,112.49,125.93,1.33,LOW,40,0,3
ASIANPAINT.NS,SELL,2186.0,downtrend,27.48,-71.34,2303.7,,2515.53,65.23,,,2316.46,1859.86,2.5,ELEVATED,81,1,2
GMDCLTD.NS,HOLD,534.15,weak_trend,39.21,-7.32,551.03,,509.59,23.8,,,498.45,581.75,1.33,ELEVATED,40,0,3
MAHABANK.NS,HOLD,62.64,weak_trend,27.22,-0.95,68.5,,58.48,3.2,,,57.84,69.04,1.33,LOW,40,0,3
MUTHOOTFIN.NS,HOLD,3306.4,weak_trend,43.48,-80.19,3363.75,,3207.75,124.36,,,3119.85,3555.13,1.33,ELEVATED,40,1,2
JSWSTEEL.NS,HOLD,1130.9,weak_trend,30.83,-20.13,1212.16,,1122.59,38.98,,,1072.43,1208.86,1.33,ELEVATED,40,1,2
BALKRISIND.NS,SELL,2120.8,downtrend,25.49,-89.53,2315.69,,2410.26,89.56,,,2299.93,1672.98,2.5,ELEVATED,82,0,3
