Ticker,Signal,Current_Price,Trend_Assessment,RSI,MACD,MA20,MA50,MA200,ATR,Buy_Range_Low,Buy_Range_High,Stop_Loss,Target,RR_Ratio,Risk_Context,Confidence,Rules_Passed,Rules_Failed
IFCI.NS,HOLD,59.97,weak_trend,60.97,1.74,59.94,,56.31,3.02,,,55.45,66.0,1.33,LOW,40,1,2
FORCEMOT.NS,HOLD,24475.0,weak_trend,74.58,1397.95,21960.25,,17268.42,1325.07,,,22487.39,27125.14,1.33,ELEVATED,40,1,2
SBFC.NS,HOLD,96.03,weak_trend,73.45,-0.81,93.59,,106.67,3.32,,,91.06,102.66,1.33,LOW,40,0,3
HINDCOPPER.NS,HOLD,569.05,weak_trend,39.34,7.75,601.56,,344.48,29.34,,,525.05,627.72,1.33,ELEVATED,40,0,3
BSE.NS,HOLD,2739.5,weak_trend,51.75,13.59,2876.57,,2571.63,122.17,,,2556.24,2983.84,1.33,ELEVATED,40,0,3
PREMIERENE.NS,SELL,768.75,downtrend,58.13,-4.76,758.93,,971.86,28.23,,,825.2,627.62,2.5,ELEVATED,65,1,2
IREDA.NS,HOLD,126.65,weak_trend,48.2,-2.37,128.52,,150.0,3.5,,,121.41,133.64,1.33,LOW,40,0,3
HINDZINC.NS,HOLD,589.35,weak_trend,43.61,-12.32,630.05,,499.14,20.3,,,558.91,629.94,1.33,ELEVATED,40,0,3
SARDAEN.NS,HOLD,512.0,weak_trend,63.95,4.12,502.6,,503.93,18.35,,,484.47,548.71,1.33,NORMAL,40,2,1
ANANTRAJ.NS,HOLD,548.7,weak_trend,45.84,1.18,538.23,,568.64,20.96,,,517.26,590.61,1.33,ELEVATED,40,0,3
PFC.NS,HOLD,410.1,weak_trend,65.35,11.46,397.32,,386.31,13.44,,,389.95,436.97,1.33,NORMAL,40,1,2
SJVN.NS,SELL,75.3,downtrend,64.33,0.37,73.14,,86.93,2.48,,,80.26,62.9,2.5,LOW,62,1,2
