Ticker,Signal,Current_Price,Trend_Assessment,RSI,MACD,MA20,MA50,MA200,ATR,Buy_Range_Low,Buy_Range_High,Stop_Loss,Target,RR_Ratio,Risk_Context,Confidence,Rules_Passed,Rules_Failed
IFCI.NS,SELL,54.52,downtrend,27.47,-0.44,60.39,,56.82,2.49,,,59.5,42.08,2.5,LOW,81,0,3
FORCEMOT.NS,HOLD,21755.0,weak_trend,38.73,565.01,23821.1,,17806.0,1360.5,,,19714.25,24476.0,1.33,ELEVATED,40,1,2
SBFC.NS,SELL,93.01,downtrend,35.47,-1.05,95.61,,106.35,2.98,,,98.98,78.09,2.5,LOW,77,0,3
HINDCOPPER.NS,HOLD,558.0,weak_trend,33.85,-0.72,578.33,,358.42,25.93,,,519.11,609.86,1.33,ELEVATED,40,0,3
BSE.NS,HOLD,2761.4,weak_trend,30.23,-34.28,2846.75,,2586.11,109.81,,,2596.69,2981.01,1.33,ELEVATED,40,1,2
PREMIERENE.NS,SELL,720.1,downtrend,33.47,-15.12,760.49,,960.42,29.53,,,779.16,572.44,2.5,ELEVATED,78,0,3
IREDA.NS,SELL,115.65,downtrend,31.27,-3.9,124.85,,148.19,3.49,,,122.63,98.21,2.5,LOW,79,0,3
HINDZINC.NS,HOLD,595.65,weak_trend,40.34,-7.32,603.55,,506.35,18.42,,,568.02,632.49,1.33,NORMAL,40,0,3
SARDAEN.NS,HOLD,542.65,weak_trend,66.2,9.94,519.03,,507.38,19.55,,,513.33,581.74,1.33,NORMAL,40,2,1
ANANTRAJ.NS,SELL,491.8,downtrend,25.01,-10.18,539.73,,570.86,19.44,,,530.67,394.62,2.5,NORMAL,82,0,3
PFC.NS,HOLD,413.65,weak_trend,53.46,7.52,410.98,,387.12,11.79,,,395.96,437.23,1.33,LOW,40,1,2
SJVN.NS,SELL,72.67,downtrend,38.02,-0.63,73.74,,86.02,2.28,,,77.24,61.25,2.5,LOW,75,0,3
HOMEFIRST.NS,SELL,1042.9,downtrend,30.81,-13.12,1158.76,,1217.71,49.16,,,1141.21,797.11,2.5,ELEVATED,79,0,3
COALINDIA.NS,HOLD,449.4,weak_trend,70.74,5.43,425.05,,382.25,10.99,,,432.92,471.37,1.33,LOW,40,2,1
CHENNPETRO.NS,BUY,991.5,uptrend,68.54,26.31,916.62,,795.28,40.74,971.67,1011.33,910.02,1195.2,2.5,ELEVATED,79,3,0
VTL.NS,HOLD,546.5,weak_trend,79.84,24.73,518.18,,450.21,23.82,,,510.77,594.14,1.33,ELEVATED,40,1,2
LINDEINDIA.NS,HOLD,6767.0,weak_trend,61.4,161.97,6622.98,,6386.4,240.14,,,6406.79,7247.29,1.33,ELEVATED,40,1,2
VEDL.NS,BUY,711.25,uptrend,52.38,14.13,692.7,,513.16,24.16,697.02,725.48,662.93,832.05,2.5,ELEVATED,71,3,0
ABLBL.NS,HOLD,104.04,weak_trend,23.15,-3.29,108.28,,0.0,3.42,,,98.9,110.89,1.33,LOW,40,1,2
INDUSINDBK.NS,HOLD,937.2,weak_trend,55.24,9.1,931.9,,831.2,22.24,,,903.84,981.68,1.33,ELEVATED,40,1,2
MANAPPURAM.NS,SELL,267.3,downtrend,16.02,-5.9,297.89,,278.4,10.03,,,287.36,217.16,2.5,LOW,86,0,3
GODFRYPHLP.NS,SELL,2033.0,downtrend,46.29,-39.76,2159.48,,2853.11,134.79,,,2302.57,1359.07,2.5,ELEVATED,71,0,3
TATASTEEL.NS,HOLD,200.57,weak_trend,42.89,3.67,206.17,,172.18,6.3,,,191.12,213.17,1.33,LOW,40,0,3
SAIL.NS,HOLD,156.15,weak_trend,43.77,2.26,160.06,,135.89,6.13,,,146.95,168.41,1.33,LOW,40,0,3
IEX.NS,SELL,121.63,downtrend,40.63,-1.98,124.74,,149.89,3.28,,,128.18,105.25,2.5,LOW,74,0,3
ASIANPAINT.NS,SELL,2287.8,downtrend,31.65,-68.02,2390.98,,2517.63,50.71,,,2389.21,2034.26,2.5,ELEVATED,79,0,3
GMDCLTD.NS,HOLD,544.75,weak_trend,37.71,-6.59,573.64,,499.95,23.9,,,508.91,592.54,1.33,ELEVATED,40,0,3
MAHABANK.NS,HOLD,71.39,weak_trend,62.88,2.13,68.87,,57.76,2.77,,,67.23,76.94,1.33,LOW,40,2,1
MUTHOOTFIN.NS,HOLD,3306.4,weak_trend,17.9,-113.53,3561.61,,3147.93,136.09,,,3102.27,3578.57,1.33,ELEVATED,40,0,3
JSWSTEEL.NS,HOLD,1248.1,weak_trend,50.04,12.9,1247.3,,1114.04,27.84,,,1206.34,1303.79,1.33,ELEVATED,40,2,1
BALKRISIND.NS,SELL,2308.6,downtrend,15.61,-40.64,2533.52,,2426.71,79.04,,,2466.67,1913.42,2.5,ELEVATED,87,0,3
BLUEJET.NS,HOLD,387.65,weak_trend,37.55,-16.81,396.67,,661.87,26.31,,,348.19,440.26,1.33,ELEVATED,40,0,3
HINDALCO.NS,HOLD,954.95,weak_trend,48.09,1.1,932.39,,781.99,31.71,,,907.39,1018.36,1.33,ELEVATED,40,2,1
MCX.NS,HOLD,2553.5,weak_trend,61.02,37.59,2412.48,,1859.76,86.69,,,2423.47,2726.87,1.33,ELEVATED,40,2,1
EMAMILTD.NS,SELL,471.85,downtrend,31.61,-8.22,483.76,,539.34,11.73,,,495.31,413.21,2.5,LOW,79,0,3
COLPAL.NS,HOLD,2200.6,weak_trend,57.66,24.54,2185.54,,2243.91,45.35,,,2132.58,2291.3,1.33,ELEVATED,40,0,3
3MINDIA.NS,HOLD,34530.0,weak_trend,35.75,41.24,36196.25,,32033.7,1336.43,,,32525.36,37202.86,1.33,ELEVATED,40,0,3
TORNTPOWER.NS,HOLD,1503.9,weak_trend,60.24,44.13,1490.75,,1333.78,47.35,,,1432.88,1598.6,1.33,ELEVATED,40,1,2
TRENT.NS,SELL,3790.9,downtrend,15.96,-58.73,4058.23,,4807.25,103.0,,,3996.9,3275.9,2.5,ELEVATED,87,0,3
DEVYANI.NS,SELL,117.63,downtrend,21.75,-1.88,130.08,,155.15,3.86,,,125.34,98.35,2.5,LOW,84,0,3
BRIGADE.NS,SELL,670.95,downtrend,14.28,-32.99,741.29,,948.83,22.39,,,715.74,558.99,2.5,ELEVATED,87,0,3
RECLTD.NS,SELL,341.85,downtrend,44.1,-5.3,353.75,,366.59,9.55,,,360.95,294.1,2.5,LOW,72,1,2
NAVINFLUOR.NS,SELL,6504.5,downtrend,48.03,58.49,6386.93,,5310.67,247.18,,,6998.86,5268.61,2.5,ELEVATED,70,2,1
ATUL.NS,SELL,6561.0,downtrend,45.94,91.66,6558.7,,6421.51,182.25,,,6925.5,5649.75,2.5,ELEVATED,72,1,2
MRPL.NS,HOLD,196.24,weak_trend,55.12,6.8,192.01,,149.87,7.68,,,184.71,211.61,1.33,LOW,40,2,1
NLCINDIA.NS,HOLD,253.85,weak_trend,42.58,0.11,259.64,,244.96,8.75,,,240.73,271.35,1.33,LOW,40,1,2
NMDC.NS,HOLD,78.44,weak_trend,40.76,-0.01,80.7,,72.96,2.55,,,74.61,83.54,1.33,LOW,40,0,3
JWL.NS,SELL,254.8,downtrend,13.08,-13.28,286.71,,330.77,9.4,,,273.59,207.82,2.5,LOW,88,1,2
JYOTICNC.NS,SELL,793.0,downtrend,31.57,-16.15,834.01,,970.93,27.0,,,847.01,657.98,2.5,ELEVATED,79,0,3
WAAREEENER.NS,SELL,2646.2,downtrend,21.05,-59.86,2939.68,,3083.02,118.3,,,2882.8,2054.7,2.5,ELEVATED,84,0,3
JSWCEMENT.NS,HOLD,124.44,weak_trend,57.66,1.28,122.71,,0.0,4.02,,,118.41,132.48,1.33,LOW,40,1,2
LEMONTREE.NS,SELL,112.24,downtrend,16.77,-6.42,121.79,,150.61,3.74,,,119.72,93.53,2.5,LOW,86,0,3
PIIND.NS,HOLD,3089.0,weak_trend,37.12,-26.8,3115.3,,3606.52,84.13,,,2962.8,3257.27,1.33,ELEVATED,40,0,3
AIIL.NS,SELL,437.95,downtrend,25.89,-23.7,489.23,,557.53,16.11,,,470.16,357.41,2.5,NORMAL,82,0,3
MEDANTA.NS,SELL,1111.7,downtrend,40.98,-1.55,1143.38,,1242.5,32.32,,,1176.34,950.09,2.5,ELEVATED,74,0,3
M&MFIN.NS,HOLD,364.75,weak_trend,43.92,-0.38,376.62,,307.67,13.83,,,344.01,392.41,1.33,NORMAL,40,0,3
ANGELONE.NS,SELL,224.68,downtrend,12.09,-7.85,253.62,,257.6,10.3,,,245.27,173.2,2.5,LOW,88,0,3
GAIL.NS,SELL,156.73,downtrend,38.87,-0.09,164.72,,172.0,3.95,,,164.64,136.96,2.5,LOW,75,1,2
GLAND.NS,SELL,1706.4,downtrend,34.97,-5.15,1821.93,,1820.7,54.06,,,1814.51,1436.11,2.5,ELEVATED,77,0,3
MRF.NS,SELL,140215.0,downtrend,32.8,-1221.24,144955.13,,147664.04,3687.86,,,147590.71,121775.71,2.5,ELEVATED,78,0,3
ULTRACEMCO.NS,HOLD,12288.0,weak_trend,31.65,-9.86,12825.25,,12116.63,259.86,,,11898.21,12807.71,1.33,ELEVATED,40,1,2
