Ticker,Signal,Current_Price,Trend_Assessment,RSI,MACD,MA20,MA50,MA200,ATR,Buy_Range_Low,Buy_Range_High,Stop_Loss,Target,RR_Ratio,Risk_Context,Confidence,Rules_Passed,Rules_Failed
IFCI.NS,SELL,55.73,downtrend,39.71,-1.09,57.61,,56.75,2.64,,,61.01,42.53,2.5,LOW,75,1,2
FORCEMOT.NS,HOLD,20720.0,weak_trend,32.27,-337.45,23189.65,,18172.92,1388.79,,,18636.82,23497.57,1.33,ELEVATED,40,0,3
SBFC.NS,SELL,91.44,downtrend,32.12,-1.35,94.31,,105.89,2.95,,,97.34,76.68,2.5,LOW,78,0,3
HINDCOPPER.NS,HOLD,477.55,weak_trend,27.52,-16.34,553.09,,368.65,23.02,,,443.02,523.59,1.33,ELEVATED,40,0,3
BSE.NS,HOLD,2862.6,weak_trend,60.43,1.82,2768.48,,2600.08,96.45,,,2717.93,3055.5,1.33,ELEVATED,40,2,1
PREMIERENE.NS,SELL,795.75,downtrend,55.09,2.55,751.68,,950.1,34.01,,,863.76,625.71,2.5,ELEVATED,67,1,2
IREDA.NS,SELL,115.19,downtrend,29.89,-3.93,120.78,,146.21,4.32,,,123.84,93.57,2.5,LOW,80,0,3
HINDZINC.NS,HOLD,533.85,weak_trend,34.15,-15.35,588.37,,511.08,19.83,,,504.1,573.51,1.33,NORMAL,40,1,2
SARDAEN.NS,SELL,505.4,downtrend,48.45,7.06,528.06,,510.32,24.56,,,554.52,382.6,2.5,ELEVATED,70,0,3
ANANTRAJ.NS,SELL,441.95,downtrend,10.85,-23.36,510.27,,569.21,18.96,,,479.86,347.16,2.5,NORMAL,89,1,2
PFC.NS,HOLD,406.25,weak_trend,47.71,3.78,410.28,,387.49,15.85,,,382.47,437.96,1.33,NORMAL,40,0,3
SJVN.NS,SELL,69.16,downtrend,39.56,-1.09,72.55,,84.99,2.67,,,74.51,55.79,2.5,LOW,75,1,2
