Ticker,Signal,Current_Price,Trend_Percent,Momentum_Percent,Volatility_Percent,Buy_Range_Low,Buy_Range_High,Stop_Loss,Target,RR_Ratio,Risk_Context,Confidence
IFCI.NS,SELL,53.87,-5.7,-14.98,3.02,,,58.83,41.47,2.5,LOW,100
FORCEMOT.NS,HOLD,21450.0,0.31,-16.78,3.94,,,19511.68,24034.43,1.33,LOW,80
SBFC.NS,SELL,91.7,-6.76,-5.49,1.82,,,97.7,76.7,2.5,LOW,100
HINDCOPPER.NS,HOLD,546.8,-2.35,-0.48,2.92,,,506.98,599.89,1.33,LOW,80
BSE.NS,SELL,2626.9,-5.4,-4.21,2.89,,,2831.29,2115.94,2.5,LOW,100
PREMIERENE.NS,SELL,706.2,-8.22,-6.99,2.16,,,763.61,562.68,2.5,LOW,100
IREDA.NS,SELL,113.52,-14.11,-10.64,1.69,,,120.38,96.37,2.5,LOW,100
HINDZINC.NS,HOLD,591.25,-5.9,1.75,2.42,,,564.05,627.52,1.33,LOW,80
SARDAEN.NS,BUY,521.4,3.2,1.8,2.32,510.97,531.83,483.75,615.53,2.5,LOW,80
ANANTRAJ.NS,SELL,489.3,-10.25,-10.1,1.87,,,527.7,393.3,2.5,LOW,100
PFC.NS,HOLD,396.55,3.67,-3.95,2.0,,,379.56,419.2,1.33,LOW,100
SJVN.NS,SELL,68.24,-8.23,-10.64,2.4,,,72.7,57.09,2.5,LOW,100
HOMEFIRST.NS,SELL,1074.4,-4.86,-8.97,2.71,,,1169.19,837.44,2.5,LOW,100
COALINDIA.NS,BUY,435.15,3.92,4.59,1.42,426.45,443.85,415.13,485.19,2.5,LOW,100
CHENNPETRO.NS,BUY,999.9,15.43,12.84,2.6,979.9,1019.9,924.76,1187.74,2.5,LOW,100
VTL.NS,BUY,538.2,16.18,6.42,2.46,527.44,548.96,490.34,657.86,2.5,LOW,100
LINDEINDIA.NS,HOLD,6661.5,7.37,-2.3,2.3,,,6302.36,7140.36,1.33,LOW,100
VEDL.NS,BUY,701.0,5.54,4.91,2.36,686.98,715.02,656.38,812.55,2.5,LOW,100
