date,buy_signals,hold_signals,sell_signals,capital,unrealized_pnl,realized_pnl,total_pnl,total_value,return_percent,positions_count
2023-10-27,5,13,28,784398.36,24937.4,125975.44,150912.84,809335.76,15.09,14
2023-11-03,6,23,17,708343.57,29127.03,126778.33,155905.36,737470.6,15.59,15
2023-11-10,20,25,1,423970.17,44398.24,124149.2,168547.44,468368.41,16.85,23
2023-11-17,33,10,3,204466.27,67226.73,124149.2,191375.93,271693.0,19.14,34
2023-11-24,26,18,2,223498.19,70143.65,123505.1,193648.75,293641.84,19.36,36
2023-12-01,36,10,0,149796.92,103021.29,123505.1,226526.39,252818.21,22.65,43
2023-12-08,41,5,0,128535.58,129316.19,123505.1,252821.29,257851.77,25.28,46
2023-12-15,30,15,1,212527.14,151310.46,125292.62,276603.08,363837.6,27.66,42
2023-12-22,28,17,1,343520.58,145179.26,134079.69,279258.95,488699.84,27.93,38
2023-12-29,29,17,0,326512.59,169158.27,134079.69,303237.96,495670.86,30.32,39
2024-01-05,29,16,1,420738.84,150093.25,158121.59,308214.84,570832.09,30.82,33
2024-01-12,17,27,2,494745.83,145982.14,166348.89,312331.03,640727.97,31.23,29
2024-01-19,25,13,8,404712.09,156801.63,171072.23,327873.86,561513.72,32.79,31
2024-01-25,22,12,12,450524.94,156458.37,170044.95,326503.32,606983.31,32.65,29
2024-02-02,29,9,8,433236.66,191010.46,179308.26,370318.72,624247.12,37.03,31
2024-02-09,22,16,8,412413.51,213094.2,179308.26,392402.46,625507.71,39.24,32
2024-02-16,20,20,6,436352.61,241750.19,178792.61,420542.8,678102.8,42.05,31
2024-02-23,27,17,2,423423.74,210991.25,215059.23,426050.48,634414.99,42.61,33
2024-03-01,19,21,6,465715.29,188400.57,244360.86,432761.43,654115.86,43.28,31
2024-03-07,22,15,9,467062.88,196837.78,244629.15,441466.93,663900.66,44.15,31
2024-03-15,8,28,10,857871.11,60711.13,346397.28,407108.41,918582.24,40.71,18
2024-03-22,9,25,12,777287.37,64399.35,348542.64,412941.99,841686.72,41.29,19
2024-03-28,23,12,11,288984.04,83183.76,348007.84,431191.6,372167.8,43.12,31
2024-04-05,25,15,6,284353.45,95685.78,352381.76,448067.54,380039.23,44.81,32
2024-04-12,14,22,10,487288.75,96451.07,350873.93,447325.0,583739.82,44.73,26
2024-04-19,8,16,22,692350.29,67035.63,368956.84,435992.47,759385.92,43.6,20
2024-04-26,15,20,11,690195.32,87314.75,364810.51,452125.26,777510.07,45.21,19
2024-05-03,22,20,4,463641.55,102272.48,364638.61,466911.09,565914.03,46.69,25
2024-05-10,9,21,16,668639.26,62660.1,384137.77,446797.87,731299.36,44.68,19
2024-05-17,17,21,8,496145.75,78941.37,391852.84,470794.21,575087.12,47.08,24
2024-05-24,29,15,2,301239.76,104211.35,391852.84,496064.19,405451.11,49.61,32
2024-05-31,12,19,15,649260.86,68029.83,404050.89,472080.72,717290.69,47.21,22
2024-06-07,28,14,4,230600.05,106362.83,403432.24,509795.07,336962.88,50.98,34
2024-06-14,30,15,1,208192.81,127503.24,403018.46,530521.7,335696.05,53.05,38
2024-06-21,18,22,6,399237.51,105266.55,412997.19,518263.74,504504.06,51.83,33
2024-06-28,22,22,2,510449.67,102682.31,432283.95,534966.26,613131.98,53.5,31
2024-07-05,33,12,1,317468.77,121062.36,431818.71,552881.07,438531.13,55.29,38
2024-07-12,31,13,2,349884.27,119305.01,449702.97,569007.98,469189.28,56.9,39
2024-07-19,21,21,4,414415.16,117386.54,449634.17,567020.71,531801.7,56.7,36
2024-07-26,26,16,4,470716.56,133951.03,462431.5,596382.53,604667.59,59.64,34
2024-08-02,24,17,5,540020.64,128786.93,468842.55,597629.48,668807.57,59.76,32
2024-08-09,11,21,14,726093.01,105778.83,480878.33,586657.16,831871.84,58.67,26
2024-08-16,14,22,10,670342.39,91756.31,506566.04,598322.35,762098.7,59.83,27
2024-08-23,24,20,2,443862.7,106747.63,506566.04,613313.67,550610.33,61.33,34
2024-08-30,29,17,0,369545.61,134834.69,506566.04,641400.73,504380.3,64.14,38
2024-09-06,14,17,15,718421.2,101622.43,524277.2,625899.63,820043.63,62.59,27
2024-09-13,20,17,9,605455.51,127721.74,527435.3,655157.04,733177.25,65.52,30
2024-09-20,28,11,7,461049.68,140067.36,527023.5,667090.86,601117.04,66.71,35
2024-09-27,28,15,3,434393.14,135053.02,540140.82,675193.84,569446.16,67.52,37
2024-10-04,7,30,9,1056535.71,62010.01,571864.55,633874.56,1118545.72,63.39,15
2024-10-11,6,16,24,1180642.65,50738.91,586045.96,636784.87,1231381.56,63.68,11
2024-10-18,11,16,19,983820.35,37471.44,597339.54,634810.98,1021291.79,63.48,12
2024-10-25,3,7,36,1244638.52,28823.51,594208.04,623031.55,1273462.03,62.3,6
2024-11-01,3,15,28,1266243.59,12618.57,609498.1,622116.67,1278862.16,62.21,5
2024-11-08,7,21,18,1020224.01,19310.6,609498.1,628808.7,1039534.61,62.88,9
2024-11-14,4,8,34,1090899.35,10193.44,607794.95,617988.39,1101092.79,61.8,8
2024-11-22,10,16,20,831575.43,31252.36,607794.95,639047.31,862827.79,63.9,13
2024-11-29,13,26,7,633033.06,37786.23,607794.95,645581.18,670819.29,64.56,18
2024-12-06,17,23,6,539745.77,79972.97,607794.95,687767.92,619718.74,68.78,21
2024-12-13,20,14,12,547461.43,84455.02,611080.35,695535.37,631916.45,69.55,22
2024-12-20,1,13,32,1293039.58,30984.59,610730.79,641715.38,1324024.17,64.17,5
2024-12-27,4,14,28,1103753.12,40406.36,610730.79,651137.15,1144159.48,65.11,8
2025-01-03,15,24,7,657703.56,56116.25,618126.36,674242.61,713819.81,67.42,16
2025-01-10,14,12,20,694816.65,23252.53,620761.15,644013.68,718069.18,64.4,16
2025-01-17,5,20,21,990953.14,11114.95,612121.84,623236.79,1002068.09,62.32,11
2025-01-24,9,26,11,880985.62,18473.57,608570.06,627043.63,899459.19,62.7,13
2025-01-31,11,23,12,751336.93,30684.92,607359.26,638044.18,782021.85,63.8,16
2025-02-07,17,24,5,656138.93,41168.31,601256.99,642425.3,697307.24,64.24,18
2025-02-14,4,17,25,1010045.45,24925.04,586915.95,611840.99,1034970.49,61.18,11
2025-02-21,6,9,31,1058366.55,22859.23,590550.51,613409.74,1081225.78,61.34,10
2025-02-28,3,8,35,1300893.55,10979.64,579609.44,590589.08,1311873.19,59.06,5
2025-03-07,8,15,23,914236.31,27903.9,579609.44,607513.34,942140.21,60.75,11
2025-03-13,10,23,13,832871.83,22224.97,584605.34,606830.31,855096.8,60.68,13
2025-03-21,24,17,5,383676.27,73353.28,584605.34,657958.62,457029.55,65.8,24
2025-03-28,28,14,4,337997.03,84315.83,584527.04,668842.87,422312.86,66.88,28
2025-04-04,11,17,18,625086.74,53339.57,587845.29,641184.86,678426.31,64.12,22
2025-04-11,13,16,17,577668.03,67037.51,591310.95,658348.46,644705.54,65.83,24
2025-04-17,29,9,8,437259.15,116001.27,591310.95,707312.22,553260.42,70.73,29
2025-04-25,33,13,0,316733.0,111132.72,591685.35,702818.07,427865.72,70.28,35
2025-05-02,13,31,2,380488.09,104908.07,598051.53,702959.6,485396.16,70.3,35
2025-05-09,12,27,7,679517.15,75639.32,617954.96,693594.28,755156.47,69.36,29
2025-05-16,30,14,2,326470.78,132247.98,617954.96,750202.94,458718.76,75.02,40
2025-05-23,14,27,5,402132.32,126845.38,615471.7,742317.08,528977.7,74.23,37
2025-05-30,11,22,13,491730.08,122022.36,618271.22,740293.58,613752.44,74.03,34
2025-06-06,10,28,8,521972.06,133752.29,617645.72,751398.01,655724.35,75.14,33
2025-06-13,13,25,8,816561.32,90990.28,654078.28,745068.56,907551.6,74.51,27
2025-06-20,15,20,11,731781.24,94637.53,658954.09,753591.62,826418.77,75.36,28
2025-06-27,22,22,2,517661.26,108520.38,666896.68,775417.06,626181.64,77.54,34
2025-07-04,26,17,3,570349.47,103522.77,675790.0,779312.77,673872.24,77.93,33
2025-07-11,7,27,12,855378.76,64931.17,694053.05,758984.22,920309.93,75.9,24
2025-07-18,11,24,11,908599.98,65375.8,697585.25,762961.05,973975.78,76.3,22
2025-07-25,6,19,21,1215094.91,15618.42,727985.83,743604.25,1230713.33,74.36,13
2025-08-01,5,12,29,1184083.25,17711.28,725192.2,742903.48,1201794.53,74.29,12
2025-08-08,7,20,19,1204059.25,15602.69,723319.1,738921.79,1219661.94,73.89,11
2025-08-14,14,23,9,790065.41,30964.79,723319.1,754283.89,821030.2,75.43,18
2025-08-22,17,28,1,644501.1,52901.67,722843.78,775745.45,697402.77,77.57,22
2025-08-29,9,24,13,926067.9,44629.02,720211.39,764840.41,970696.92,76.48,17
2025-09-05,14,11,21,740624.92,68767.98,719310.11,788078.09,809392.9,78.81,21
2025-09-12,16,26,4,592624.02,78870.7,719433.35,798304.05,671494.72,79.83,25
2025-09-19,24,21,1,408368.4,89236.1,723832.78,813068.88,497604.5,81.31,32
2025-09-26,9,11,26,1093030.16,59176.19,714441.86,773618.05,1152206.35,77.36,15
2025-10-03,8,18,20,1144175.86,47542.39,732869.36,780411.75,1191718.25,78.04,14
2025-10-10,25,20,1,364058.03,66046.21,732869.36,798915.57,430104.24,79.89,28
2025-10-17,29,14,3,256976.08,91329.22,730383.5,821712.72,348305.3,82.17,36
2025-10-24,28,14,4,358858.35,76168.8,745205.5,821374.3,435027.15,82.14,35
2025-10-31,19,18,9,583111.29,82385.53,746682.38,829067.91,665496.82,82.91,30
2025-11-07,12,16,18,741963.2,61392.64,754050.5,815443.14,803355.84,81.54,25
2025-11-14,15,25,6,886568.16,64903.01,763339.07,828242.08,951471.17,82.82,22
2025-11-21,20,20,6,755904.87,76449.03,762372.75,838821.78,832353.9,83.88,25
2025-11-28,17,22,7,713132.46,75433.42,769345.15,844778.57,788565.88,84.48,26
2025-12-05,20,22,4,656241.27,78936.47,778900.42,857836.89,735177.74,85.78,28
2025-12-12,14,22,10,745888.71,66040.26,787224.6,853264.86,811928.97,85.33,26
2025-12-19,17,21,8,763123.21,65626.53,788059.33,853685.86,828749.74,85.37,26
2025-12-26,14,24,8,779650.27,62505.04,794515.13,857020.17,842155.31,85.7,26
2026-01-02,20,22,4,544120.11,76303.25,795458.51,871761.76,620423.36,87.18,32
2026-01-09,16,20,10,875461.92,50168.93,803988.69,854157.62,925630.85,85.42,21
2026-01-12,17,18,11,864734.49,59103.93,803456.85,862560.78,923838.42,86.26,21
