Ticker,Signal,Current_Price,Trend_Assessment,RSI,MACD,MA20,MA50,MA200,ATR,Buy_Range_Low,Buy_Range_High,Stop_Loss,Target,RR_Ratio,Risk_Context,Confidence,Rules_Passed,Rules_Failed
IFCI.NS,HOLD,57.11,weak_trend,42.06,-1.18,57.96,,56.82,2.62,,,53.18,62.35,1.33,LOW,40,1,2
FORCEMOT.NS,HOLD,20250.0,weak_trend,29.01,-249.33,23346.05,,18128.03,1364.36,,,18203.46,22978.71,1.33,ELEVATED,40,0,3
SBFC.NS,SELL,91.15,downtrend,35.05,-1.29,94.59,,105.96,2.9,,,96.95,76.64,2.5,LOW,77,0,3
HINDCOPPER.NS,HOLD,496.0,weak_trend,29.49,-11.86,558.78,,367.5,23.1,,,461.36,542.19,1.33,ELEVATED,40,0,3
BSE.NS,HOLD,2805.0,weak_trend,55.47,-3.4,2777.01,,2597.83,94.22,,,2663.67,2993.44,1.33,ELEVATED,40,2,1
PREMIERENE.NS,SELL,778.8,downtrend,52.67,-0.96,749.7,,951.31,33.18,,,845.16,612.91,2.5,ELEVATED,68,2,1
IREDA.NS,SELL,115.2,downtrend,30.81,-3.98,121.22,,146.5,4.2,,,123.61,94.17,2.5,LOW,79,1,2
HINDZINC.NS,HOLD,551.35,weak_trend,38.4,-12.1,591.29,,510.63,19.78,,,521.68,590.91,1.33,NORMAL,40,0,3
SARDAEN.NS,HOLD,531.95,weak_trend,55.74,10.45,528.0,,509.97,23.3,,,497.01,578.54,1.33,ELEVATED,40,2,1
ANANTRAJ.NS,SELL,448.9,downtrend,11.35,-21.2,514.77,,569.57,18.14,,,485.17,358.22,2.5,NORMAL,89,0,3
PFC.NS,HOLD,404.6,weak_trend,47.77,4.19,409.75,,387.45,15.6,,,381.2,435.8,1.33,NORMAL,40,1,2
SJVN.NS,SELL,69.94,downtrend,38.57,-0.98,72.87,,85.15,2.61,,,75.16,56.88,2.5,LOW,75,1,2
HOMEFIRST.NS,SELL,990.0,downtrend,31.51,-36.02,1116.8,,1213.71,54.14,,,1098.29,719.29,2.5,ELEVATED,79,0,3
