NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-06 06:35:03

BUY SIGNALS (723):
  KOTAKBANK.NS    | Price:  424.50 | Entry:  416.01 | Target:  463.04 | Risk: LOW       
  VAISHALI.NS     | Price:    8.32 | Entry:    8.15 | Target:   10.52 | Risk: LOW       
  OBCL.NS         | Price:   55.19 | Entry:   54.09 | Target:   68.78 | Risk: LOW       
  ROCKINGDCE.NS   | Price:  234.25 | Entry:  229.56 | Target:  331.07 | Risk: LOW       
  ODIGMA.NS       | Price:   23.45 | Entry:   22.98 | Target:   28.38 | Risk: LOW       
  HOACFOODS.NS    | Price: 1009.95 | Entry:  989.75 | Target: 1182.65 | Risk: LOW       
  ZENITHSTL.NS    | Price:    5.90 | Entry:    5.78 | Target:    7.41 | Risk: LOW       
  MARC.NS         | Price:  148.60 | Entry:  145.63 | Target:  170.15 | Risk: LOW       
  SONUINFRA.NS    | Price:   44.45 | Entry:   43.56 | Target:   50.09 | Risk: LOW       
  CAPTRUST.NS     | Price:   20.04 | Entry:   19.64 | Target:   24.89 | Risk: LOW       
  MANGALAM.NS     | Price:   30.02 | Entry:   29.42 | Target:   41.02 | Risk: LOW       
  PRUDMOULI.NS    | Price:   16.25 | Entry:   15.92 | Target:   20.93 | Risk: LOW       
  AMDIND.NS       | Price:   60.32 | Entry:   59.11 | Target:   76.67 | Risk: LOW       
  SILKFLEX.NS     | Price:  288.30 | Entry:  282.53 | Target:  346.75 | Risk: LOW       
  BVCL.NS         | Price:   43.48 | Entry:   42.61 | Target:   54.12 | Risk: LOW       
  MOTOGENFIN.NS   | Price:   28.71 | Entry:   28.14 | Target:   33.74 | Risk: LOW       
  HISARMETAL.NS   | Price:  162.19 | Entry:  158.95 | Target:  194.29 | Risk: LOW       
  FONEBOX.NS      | Price:  100.00 | Entry:    98.0 | Target:  114.75 | Risk: LOW       
  CLSL.NS         | Price:   87.25 | Entry:    85.5 | Target:  109.87 | Risk: LOW       
  AISL.NS         | Price:   59.95 | Entry:   58.75 | Target:   71.74 | Risk: LOW       
  KONSTELEC.NS    | Price:   62.05 | Entry:   60.81 | Target:   79.25 | Risk: LOW       
  SANGANI.NS      | Price:   54.60 | Entry:   53.51 | Target:   65.62 | Risk: LOW       
  AKI.NS          | Price:    7.22 | Entry:    7.08 | Target:    9.24 | Risk: LOW       
  NAGREEKEXP.NS   | Price:   24.10 | Entry:   23.62 | Target:   30.64 | Risk: LOW       
  HGM.NS          | Price:   52.63 | Entry:   51.58 | Target:   70.68 | Risk: LOW       
  ONDOOR.NS       | Price:  289.60 | Entry:  283.81 | Target:  403.10 | Risk: LOW       
  TFL.NS          | Price:   12.36 | Entry:   12.11 | Target:   16.64 | Risk: LOW       
  ARABIAN.NS      | Price:   86.25 | Entry:   84.52 | Target:   96.02 | Risk: LOW       
  BLBLIMITED.NS   | Price:   16.68 | Entry:   16.35 | Target:   20.00 | Risk: LOW       
  BANARBEADS.NS   | Price:  113.90 | Entry:  111.62 | Target:  140.02 | Risk: LOW       
  FMNL.NS         | Price:   10.10 | Entry:     9.9 | Target:   13.45 | Risk: LOW       
  NORBTEAEXP.NS   | Price:   70.69 | Entry:   69.28 | Target:   89.03 | Risk: LOW       
  BANG.NS         | Price:   34.79 | Entry:   34.09 | Target:   45.51 | Risk: LOW       
  GATECH.NS       | Price:    0.91 | Entry:    0.89 | Target:    1.12 | Risk: LOW       
  VERTEXPLUS.NS   | Price:   56.70 | Entry:   55.57 | Target:   61.88 | Risk: LOW       
  DURLAX.NS       | Price:   64.50 | Entry:   63.21 | Target:   82.93 | Risk: LOW       
  SERVICE.NS      | Price:   69.45 | Entry:   68.06 | Target:   86.18 | Risk: LOW       
  BLUEPEBBLE.NS   | Price:   84.00 | Entry:   82.32 | Target:  100.50 | Risk: LOW       
  ICDSLTD.NS      | Price:   71.45 | Entry:   70.02 | Target:   91.88 | Risk: LOW       
  UWCSL.NS        | Price:  110.25 | Entry:  108.05 | Target:  113.62 | Risk: LOW       
  BABAFP.NS       | Price:   23.85 | Entry:   23.37 | Target:   28.15 | Risk: LOW       
  ADROITINFO.NS   | Price:   10.31 | Entry:    10.1 | Target:   13.20 | Risk: LOW       
  AUROIMPEX.NS    | Price:   27.50 | Entry:   26.95 | Target:   32.61 | Risk: LOW       
  SEL.NS          | Price:  317.95 | Entry:  311.59 | Target:  372.36 | Risk: LOW       
  KHAITANLTD.NS   | Price:  162.00 | Entry:  158.76 | Target:  207.43 | Risk: LOW       
  PENTAGON.NS     | Price:   82.30 | Entry:   80.65 | Target:   96.91 | Risk: LOW       
  SUPERSPIN.NS    | Price:    6.95 | Entry:    6.81 | Target:    7.93 | Risk: LOW       
  NGIL.NS         | Price:   40.58 | Entry:   39.77 | Target:   51.63 | Risk: LOW       
  UMA.NS          | Price:   18.00 | Entry:   17.64 | Target:   22.13 | Risk: LOW       
  AMBICAAGAR.NS   | Price:   27.21 | Entry:   26.67 | Target:   34.22 | Risk: LOW       
  VIJIFIN.NS      | Price:   16.58 | Entry:   16.25 | Target:   17.99 | Risk: LOW       
  RADIOWALLA.NS   | Price:   28.70 | Entry:   28.13 | Target:   32.54 | Risk: LOW       
  MEDIORG.NS      | Price:   26.50 | Entry:   25.97 | Target:   30.77 | Risk: LOW       
  SGL.NS          | Price:   10.05 | Entry:    9.85 | Target:   12.70 | Risk: LOW       
  KANANIIND.NS    | Price:    1.52 | Entry:    1.49 | Target:    1.90 | Risk: LOW       
  KSR.NS          | Price:   34.61 | Entry:   33.92 | Target:   45.06 | Risk: LOW       
  TECILCHEM.NS    | Price:    9.72 | Entry:    9.53 | Target:   15.36 | Risk: LOW       
  MEP.NS          | Price:    0.71 | Entry:     0.7 | Target:    0.77 | Risk: LOW       
  KHANDSE.NS      | Price:   18.38 | Entry:   18.01 | Target:   24.63 | Risk: LOW       
  VILINBIO.NS     | Price:   54.25 | Entry:   53.16 | Target:   61.52 | Risk: LOW       
  ROLLT.NS        | Price:    4.37 | Entry:    4.28 | Target:    5.61 | Risk: LOW       
  LIBAS.NS        | Price:   10.46 | Entry:   10.25 | Target:   14.01 | Risk: LOW       
  YUDIZ.NS        | Price:   26.95 | Entry:   26.41 | Target:   32.29 | Risk: LOW       
  MICROPRO.NS     | Price:   19.85 | Entry:   19.45 | Target:   21.51 | Risk: LOW       
  KSHITIJPOL.NS   | Price:    3.30 | Entry:    3.23 | Target:    4.06 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   26.40 | Entry:   25.87 | Target:   35.67 | Risk: LOW       
  MANAV.NS        | Price:   38.70 | Entry:   37.93 | Target:   43.83 | Risk: LOW       
  SUPREMEENG.NS   | Price:    3.03 | Entry:    2.97 | Target:    3.28 | Risk: LOW       
  NIDAN.NS        | Price:   14.10 | Entry:   13.82 | Target:   20.10 | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.70 | Entry:    1.67 | Target:    2.06 | Risk: LOW       
  SANGINITA.NS    | Price:   59.50 | Entry:   58.31 | Target:   76.50 | Risk: LOW       
  CALSOFT.NS      | Price:   40.98 | Entry:   40.16 | Target:   50.14 | Risk: LOW       
  CMRSL.NS        | Price:   73.15 | Entry:   71.69 | Target:   86.49 | Risk: LOW       
  HEADSUP.NS      | Price:    7.21 | Entry:    7.07 | Target:    9.34 | Risk: LOW       
  BLUECHIP.NS     | Price:    2.14 | Entry:     2.1 | Target:    2.28 | Risk: LOW       
  NIRAJISPAT.NS   | Price:  387.80 | Entry:  380.04 | Target:  507.89 | Risk: LOW       
  QFIL.NS         | Price:   63.00 | Entry:   61.74 | Target:   64.07 | Risk: LOW       
  TIJARIA.NS      | Price:    9.54 | Entry:    9.35 | Target:   13.51 | Risk: LOW       
  SILLYMONKS.NS   | Price:   16.19 | Entry:   15.87 | Target:   20.20 | Risk: LOW       
  ISHAN.NS        | Price:    0.55 | Entry:    0.54 | Target:    0.66 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    4.72 | Entry:    4.63 | Target:    5.11 | Risk: LOW       
  SAROJA.NS       | Price:   38.95 | Entry:   38.17 | Target:   44.65 | Risk: LOW       
  QUADPRO.NS      | Price:    2.50 | Entry:    2.45 | Target:    2.54 | Risk: LOW       
  PLADAINFO.NS    | Price:   10.85 | Entry:   10.63 | Target:   11.48 | Risk: LOW       
  KALYANI.NS      | Price:  144.99 | Entry:  142.09 | Target:  147.45 | Risk: LOW       
  INDIFRA.NS      | Price:   12.85 | Entry:   12.59 | Target:   13.26 | Risk: LOW       
  AMIABLE.NS      | Price:   77.00 | Entry:   75.46 | Target:   82.64 | Risk: LOW       
  RITEZONE.NS     | Price:   20.50 | Entry:   20.09 | Target:   23.09 | Risk: LOW       
  SABAR.NS        | Price:    9.50 | Entry:    9.31 | Target:   11.25 | Risk: LOW       
  SMVD.NS         | Price:   17.00 | Entry:   16.66 | Target:   17.71 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.57 | Entry:    0.56 | Target:    0.70 | Risk: LOW       
  DSKULKARNI.NS   | Price:   19.42 | Entry:   19.03 | Target:   21.61 | Risk: LOW       
  MBECL.NS        | Price:  258.89 | Entry:  253.71 | Target:  327.99 | Risk: ELEVATED  
  MCX.NS          | Price: 3275.40 | Entry: 3209.89 | Target: 3832.08 | Risk: LOW       

HOLD SIGNALS (937):
  RELIANCE.NS     | Price: 1322.00 | Trend:   1.45% | Mom:   0.46% | Risk: LOW       
  TCS.NS          | Price: 2304.00 | Trend:   1.57% | Mom:   0.09% | Risk: LOW       
  ICICIBANK.NS    | Price: 1423.20 | Trend:   0.37% | Mom:   0.23% | Risk: LOW       
  INFY.NS         | Price: 1130.00 | Trend:   1.78% | Mom:   0.80% | Risk: LOW       
  BAJFINANCE.NS   | Price: 1060.50 | Trend:  -0.29% | Mom:  -3.15% | Risk: LOW       
  LT.NS           | Price: 3964.10 | Trend:  -0.40% | Mom:  -3.15% | Risk: LOW       
  HCLTECH.NS      | Price: 1293.40 | Trend:   2.39% | Mom:  -0.70% | Risk: LOW       
  SUNPHARMA.NS    | Price: 1899.00 | Trend:  -1.56% | Mom:  -0.18% | Risk: LOW       
  AXISBANK.NS     | Price: 1273.00 | Trend:   0.17% | Mom:   2.18% | Risk: LOW       
  BAJAJFINSV.NS   | Price: 1970.00 | Trend:   1.05% | Mom:  -3.08% | Risk: LOW       
  TITAN.NS        | Price: 5020.00 | Trend:   3.82% | Mom:  -1.30% | Risk: LOW       
  HAL.NS          | Price: 4856.00 | Trend:   3.68% | Mom:  -2.88% | Risk: LOW       
  ADANIPORTS.NS   | Price: 1707.30 | Trend:  -2.16% | Mom:   0.43% | Risk: LOW       
  ONGC.NS         | Price:  234.65 | Trend:  -2.00% | Mom:  -0.32% | Risk: LOW       
  ETERNAL.NS      | Price:  322.75 | Trend:   5.99% | Mom:  -1.60% | Risk: LOW       
  BEL.NS          | Price:  405.35 | Trend:  -0.33% | Mom:  -2.09% | Risk: LOW       
  ADANIPOWER.NS   | Price:  207.20 | Trend:  -2.46% | Mom:   0.83% | Risk: LOW       
  IOC.NS          | Price:  137.60 | Trend:  -1.02% | Mom:   1.25% | Risk: LOW       
  HYUNDAI.NS      | Price: 2205.00 | Trend:   5.85% | Mom:  -0.62% | Risk: LOW       
  GRASIM.NS       | Price: 3322.00 | Trend:   3.67% | Mom:   0.42% | Risk: LOW       
  SBILIFE.NS      | Price: 1775.00 | Trend:  -2.20% | Mom:  -1.00% | Risk: LOW       
  VEDL.NS         | Price:  272.10 | Trend:   0.23% | Mom:  -2.47% | Risk: LOW       
  DLF.NS          | Price:  681.90 | Trend:   3.39% | Mom:   0.56% | Risk: LOW       
  HINDALCO.NS     | Price: 1011.00 | Trend:   1.54% | Mom:  -2.22% | Risk: LOW       
  TVSMOTOR.NS     | Price: 4133.10 | Trend:   2.09% | Mom:  -5.85% | Risk: LOW       
  PIDILITIND.NS   | Price: 1629.50 | Trend:   0.43% | Mom:  -1.18% | Risk: LOW       
  BPCL.NS         | Price:  315.70 | Trend:   0.35% | Mom:   1.51% | Risk: LOW       
  TECHM.NS        | Price: 1596.90 | Trend:   2.29% | Mom:   0.81% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 11162.00 | Trend:   1.21% | Mom:  -1.40% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1839.00 | Trend:   0.41% | Mom:  -1.28% | Risk: LOW       
  TMCV.NS         | Price:  458.20 | Trend:   3.67% | Mom:  -3.04% | Risk: LOW       
  PNB.NS          | Price:  117.00 | Trend:   4.65% | Mom:   0.39% | Risk: LOW       
  PFC.NS          | Price:  355.60 | Trend:  -8.78% | Mom:  -0.98% | Risk: LOW       
  TORNTPHARM.NS   | Price: 4857.00 | Trend:  -1.30% | Mom:  -0.81% | Risk: LOW       
  LODHA.NS        | Price: 1222.00 | Trend:   2.82% | Mom:  -1.61% | Risk: LOW       
  GAIL.NS         | Price:  173.40 | Trend:   0.08% | Mom:   1.11% | Risk: LOW       
  MAZDOCK.NS      | Price: 2475.00 | Trend:   0.62% | Mom:  -3.02% | Risk: LOW       
  BOSCHLTD.NS     | Price: 46820.00 | Trend:   6.89% | Mom:  -2.86% | Risk: LOW       
  ABB.NS          | Price: 7410.00 | Trend:   1.18% | Mom:  -0.19% | Risk: LOW       
  MOTHERSON.NS    | Price:  160.70 | Trend:   3.54% | Mom:  -5.12% | Risk: LOW       
  CGPOWER.NS      | Price:  891.00 | Trend:  -0.27% | Mom:   2.77% | Risk: LOW       
  APOLLOHOSP.NS   | Price: 8650.00 | Trend:  -1.88% | Mom:  -0.49% | Risk: LOW       
  HEROMOTOCO.NS   | Price: 5300.00 | Trend:   0.31% | Mom:  -7.59% | Risk: LOW       
  SWIGGY.NS       | Price:  276.10 | Trend:   1.33% | Mom:  -2.27% | Risk: LOW       
  BSE.NS          | Price: 3409.80 | Trend:  -3.88% | Mom:   5.21% | Risk: LOW       
  INDIANB.NS      | Price:  879.70 | Trend:   3.36% | Mom:   0.32% | Risk: LOW       
  INDUSTOWER.NS   | Price:  376.80 | Trend:  -0.45% | Mom:   0.28% | Risk: LOW       
  UNITDSPR.NS     | Price: 1471.70 | Trend:   0.37% | Mom:  -5.42% | Risk: LOW       
  ZYDUSLIFE.NS    | Price: 1120.00 | Trend:  -1.32% | Mom:   0.00% | Risk: LOW       
  DIXON.NS        | Price: 14240.00 | Trend:   2.28% | Mom:  -4.11% | Risk: LOW       
  JSWENERGY.NS    | Price:  539.85 | Trend:  -2.24% | Mom:  -0.94% | Risk: LOW       
  PERSISTENT.NS   | Price: 5643.00 | Trend:   6.65% | Mom:  -0.43% | Risk: LOW       
  NAUKRI.NS       | Price: 1319.80 | Trend:   6.71% | Mom:  -2.24% | Risk: LOW       
  SRF.NS          | Price: 2547.00 | Trend:  -4.68% | Mom:  -0.97% | Risk: LOW       
  NHPC.NS         | Price:   76.25 | Trend:  -2.35% | Mom:   0.13% | Risk: LOW       
  ASHOKLEY.NS     | Price:  169.00 | Trend:   1.78% | Mom:  -2.31% | Risk: LOW       
  ABCAPITAL.NS    | Price:  404.90 | Trend:   0.34% | Mom:  -1.96% | Risk: LOW       
  IOB.NS          | Price:   33.55 | Trend:  -0.66% | Mom:   1.64% | Risk: LOW       
  GVT&D.NS        | Price: 4306.30 | Trend:  -1.86% | Mom:   4.34% | Risk: LOW       
  UNOMINDA.NS     | Price: 1249.70 | Trend:   4.11% | Mom:  -1.21% | Risk: LOW       
  FORTIS.NS       | Price:  905.00 | Trend:  -3.58% | Mom:  -0.23% | Risk: LOW       
  NYKAA.NS        | Price:  332.50 | Trend:   1.44% | Mom:  -0.45% | Risk: LOW       
  VMM.NS          | Price:  106.14 | Trend:  -4.29% | Mom:   2.62% | Risk: LOW       
  TORNTPOWER.NS   | Price: 1299.10 | Trend:  -3.90% | Mom:   4.12% | Risk: LOW       
  NMDC.NS         | Price:   84.70 | Trend:  -0.22% | Mom:   0.11% | Risk: LOW       
  LTF.NS          | Price:  314.00 | Trend:  -0.25% | Mom:  -0.99% | Risk: LOW       
  JSWINFRA.NS     | Price:  333.00 | Trend:   0.13% | Mom:  -0.80% | Risk: LOW       
  INDUSINDBK.NS   | Price: 1008.50 | Trend:   0.21% | Mom:   0.29% | Risk: LOW       
  AUBANK.NS       | Price: 1065.00 | Trend:   0.59% | Mom:  -3.90% | Risk: LOW       
  OBEROIRLTY.NS   | Price: 1875.60 | Trend:   1.07% | Mom:  -0.55% | Risk: LOW       
  FACT.NS         | Price:  801.40 | Trend:  -3.67% | Mom:   2.31% | Risk: LOW       
  PHOENIXLTD.NS   | Price: 1942.00 | Trend:  -1.92% | Mom:   0.62% | Risk: LOW       
  UPL.NS          | Price:  582.15 | Trend:  -0.48% | Mom:   2.31% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   86.71 | Trend:   4.39% | Mom:  -0.05% | Risk: LOW       
  MFSL.NS         | Price: 1548.40 | Trend:  -0.42% | Mom:  -2.31% | Risk: LOW       
  MPHASIS.NS      | Price: 2422.00 | Trend:   1.89% | Mom:  -0.33% | Risk: LOW       
  KALYANKJIL.NS   | Price:  598.80 | Trend:   8.36% | Mom:  -0.79% | Risk: LOW       
  SUPREMEIND.NS   | Price: 3475.00 | Trend:   0.85% | Mom:  -4.59% | Risk: LOW       
  TATACOMM.NS     | Price: 1756.10 | Trend:  -1.40% | Mom:   6.08% | Risk: LOW       
  PAGEIND.NS      | Price: 36300.00 | Trend:  -6.42% | Mom:   2.31% | Risk: LOW       
  BALKRISIND.NS   | Price: 2284.60 | Trend:   0.60% | Mom:  -2.82% | Risk: LOW       
  HEXT.NS         | Price:  528.60 | Trend:  -4.78% | Mom:  -0.72% | Risk: LOW       
  LTTS.NS         | Price: 3493.30 | Trend:   1.41% | Mom:  -3.09% | Risk: LOW       
  PETRONET.NS     | Price:  288.10 | Trend:   2.24% | Mom:  -1.67% | Risk: LOW       
  CONCOR.NS       | Price:  508.00 | Trend:   1.56% | Mom:  -1.37% | Risk: LOW       
  M&MFIN.NS       | Price:  373.65 | Trend:   2.66% | Mom:  -2.08% | Risk: LOW       
  NATIONALUM.NS   | Price:  374.10 | Trend:   2.34% | Mom:  -4.92% | Risk: LOW       
  JUBLFOOD.NS     | Price:  482.70 | Trend:   4.91% | Mom:  -4.75% | Risk: LOW       
  RADICO.NS       | Price: 4494.00 | Trend:   3.68% | Mom:  -3.14% | Risk: LOW       
  KAYNES.NS       | Price: 3598.00 | Trend:   1.30% | Mom:  -7.51% | Risk: LOW       
  FLUOROCHEM.NS   | Price: 4554.00 | Trend:   3.35% | Mom:  -1.47% | Risk: LOW       
  ASTRAL.NS       | Price: 1492.90 | Trend:   3.33% | Mom:  -2.33% | Risk: LOW       
  PWL.NS          | Price:  126.42 | Trend:  -1.38% | Mom:   4.63% | Risk: LOW       
  NH.NS           | Price: 1858.50 | Trend:  -4.05% | Mom:   2.35% | Risk: LOW       
  SJVN.NS         | Price:   65.23 | Trend:  -4.05% | Mom:  -0.73% | Risk: LOW       
  NLCINDIA.NS     | Price:  273.05 | Trend:  -6.26% | Mom:   1.20% | Risk: LOW       
  AWL.NS          | Price:  187.29 | Trend:  -1.72% | Mom:  -0.44% | Risk: LOW       
  CENTRALBK.NS    | Price:   31.08 | Trend:  -1.29% | Mom:  -0.67% | Risk: LOW       
  CDSL.NS         | Price: 1394.60 | Trend:   2.60% | Mom:   0.41% | Risk: LOW       
  DELHIVERY.NS    | Price:  457.90 | Trend:  -3.86% | Mom:   1.60% | Risk: LOW       
  ASTERDM.NS      | Price:  785.75 | Trend:  -1.87% | Mom:   3.18% | Risk: LOW       
  AJANTPHARM.NS   | Price: 3464.80 | Trend:   0.04% | Mom:  -4.81% | Risk: LOW       
  METROBRAND.NS   | Price:  929.15 | Trend:  -6.17% | Mom:   2.16% | Risk: LOW       
  COHANCE.NS      | Price:  456.60 | Trend:   2.65% | Mom:  -1.38% | Risk: LOW       
  HINDCOPPER.NS   | Price:  521.65 | Trend:   1.48% | Mom:  -8.91% | Risk: LOW       
  SONACOMS.NS     | Price:  789.00 | Trend:   5.59% | Mom:  -3.50% | Risk: LOW       
  TATATECH.NS     | Price:  800.00 | Trend:   3.47% | Mom:  -2.53% | Risk: LOW       
  IRB.NS          | Price:   19.65 | Trend:  -0.85% | Mom:   3.69% | Risk: LOW       
  AFFLE.NS        | Price: 1616.50 | Trend:   2.37% | Mom:  -5.95% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1877.50 | Trend:   3.34% | Mom:  -0.88% | Risk: LOW       
  AMBER.NS        | Price: 7474.00 | Trend:   0.12% | Mom:   1.69% | Risk: LOW       
  PPLPHARMA.NS    | Price:  214.22 | Trend:   9.99% | Mom:   0.26% | Risk: LOW       
  ZFCVINDIA.NS    | Price: 2551.90 | Trend:   2.47% | Mom:  -4.14% | Risk: LOW       
  MRPL.NS         | Price:  174.83 | Trend:   4.78% | Mom:  -1.12% | Risk: LOW       
  DEEPAKNTR.NS    | Price: 1712.40 | Trend:   1.20% | Mom:  -1.99% | Risk: LOW       
  INOXWIND.NS     | Price:   74.40 | Trend:  -4.52% | Mom:   1.09% | Risk: LOW       
  KIOCL.NS        | Price:  382.10 | Trend:   0.56% | Mom:  -1.55% | Risk: LOW       
  PNBHOUSING.NS   | Price: 1166.00 | Trend:   5.01% | Mom:  -0.37% | Risk: LOW       
  TIMKEN.NS       | Price: 3125.30 | Trend:  -2.69% | Mom:  -0.28% | Risk: LOW       
  HSCL.NS         | Price:  671.05 | Trend:  -6.25% | Mom:   2.54% | Risk: LOW       
  ANGELONE.NS     | Price:  299.80 | Trend:  -2.93% | Mom:   4.17% | Risk: LOW       
  TATACHEM.NS     | Price:  625.10 | Trend:  -7.25% | Mom:  -0.26% | Risk: LOW       
  ASAHIINDIA.NS   | Price:  955.90 | Trend:   5.13% | Mom:  -1.02% | Risk: LOW       
  ERIS.NS         | Price: 1321.70 | Trend:  -4.65% | Mom:  -0.49% | Risk: LOW       
  HBLENGINE.NS    | Price:  695.75 | Trend:  -3.63% | Mom:  -0.97% | Risk: LOW       
  SUNTV.NS        | Price:  470.90 | Trend:  -3.19% | Mom:  -0.24% | Risk: LOW       
  AADHARHFC.NS    | Price:  483.55 | Trend:  -3.67% | Mom:   4.54% | Risk: LOW       
  IIFL.NS         | Price:  651.15 | Trend:   9.71% | Mom:  -4.21% | Risk: LOW       
  JSWHL.NS        | Price: 11472.00 | Trend:  -0.66% | Mom:   1.62% | Risk: LOW       
  PSB.NS          | Price:   23.23 | Trend:  -2.28% | Mom:  -0.98% | Risk: LOW       
  ONESOURCE.NS    | Price: 1537.80 | Trend:  -3.97% | Mom:   0.18% | Risk: LOW       
  KPIL.NS         | Price: 1406.60 | Trend:   4.37% | Mom:   0.15% | Risk: LOW       
  SUNDRMFAST.NS   | Price: 1212.30 | Trend:  14.00% | Mom:  -1.28% | Risk: LOW       
  OLAELEC.NS      | Price:   38.20 | Trend:  -3.42% | Mom:   1.25% | Risk: LOW       
  ANANTRAJ.NS     | Price:  625.45 | Trend:   4.90% | Mom:   0.07% | Risk: LOW       
  SCHNEIDER.NS    | Price: 1232.40 | Trend:  -7.17% | Mom:   1.24% | Risk: LOW       
  POLYMED.NS      | Price: 1702.50 | Trend:  -0.54% | Mom:  -0.78% | Risk: LOW       
  BASF.NS         | Price: 3864.90 | Trend:   2.23% | Mom:  -0.97% | Risk: LOW       
  DEVYANI.NS      | Price:  139.28 | Trend:  10.67% | Mom:  -3.55% | Risk: LOW       
  NEULANDLAB.NS   | Price: 22660.00 | Trend:   9.23% | Mom:  -2.75% | Risk: LOW       
  EIDPARRY.NS     | Price:  781.35 | Trend:   0.76% | Mom:  -2.00% | Risk: LOW       
  CAMS.NS         | Price:  748.80 | Trend:  -2.91% | Mom:  -0.56% | Risk: LOW       
  KFINTECH.NS     | Price:  928.90 | Trend:   1.16% | Mom:  -5.21% | Risk: LOW       
  SARDAEN.NS      | Price:  508.55 | Trend:   0.98% | Mom:  -0.40% | Risk: LOW       
  SKFINDIA.NS     | Price: 1553.20 | Trend:   0.22% | Mom:  -2.71% | Risk: LOW       
  JUBLPHARMA.NS   | Price:  924.50 | Trend:  -1.55% | Mom:   5.02% | Risk: LOW       
  FIVESTAR.NS     | Price:  523.05 | Trend:  -2.87% | Mom:   0.40% | Risk: LOW       
  TRITURBINE.NS   | Price:  577.30 | Trend:  -5.15% | Mom:   0.77% | Risk: LOW       
  CARBORUNIV.NS   | Price: 1130.60 | Trend:   2.43% | Mom:  -3.35% | Risk: LOW       
  VENTIVE.NS      | Price:  588.20 | Trend:  -3.25% | Mom:   4.26% | Risk: LOW       
  NAVA.NS         | Price:  560.20 | Trend:  -2.49% | Mom:   0.22% | Risk: LOW       
  ABLBL.NS        | Price:   86.07 | Trend:  -6.23% | Mom:  -0.06% | Risk: LOW       
  NETWEB.NS       | Price: 5193.00 | Trend:   9.88% | Mom:  -7.28% | Risk: LOW       
  TBOTEK.NS       | Price: 1688.90 | Trend:   7.10% | Mom:  -0.45% | Risk: LOW       
  CONCORDBIO.NS   | Price: 1417.10 | Trend:   2.33% | Mom:  -9.81% | Risk: LOW       
  TRAVELFOOD.NS   | Price: 1296.30 | Trend:  -1.79% | Mom:  -0.83% | Risk: LOW       
  LMW.NS          | Price: 18774.00 | Trend:   9.01% | Mom:  -5.42% | Risk: LOW       
  APTUS.NS        | Price:  258.85 | Trend:  -4.52% | Mom:   0.43% | Risk: LOW       
  SIGNATURE.NS    | Price:  796.55 | Trend:   0.11% | Mom:   0.16% | Risk: LOW       
  TECHNOE.NS      | Price:  979.50 | Trend:  -3.59% | Mom:  -0.81% | Risk: LOW       
  ABDL.NS         | Price:  609.95 | Trend:  -2.73% | Mom:   2.51% | Risk: LOW       
  DATAPATTNS.NS   | Price: 4585.00 | Trend:   2.43% | Mom:  -5.07% | Risk: LOW       
  DOMS.NS         | Price: 2208.70 | Trend:  -1.93% | Mom:   0.27% | Risk: LOW       
  INDIAMART.NS    | Price: 1726.40 | Trend:  -4.90% | Mom:  -0.91% | Risk: LOW       
  TRIDENT.NS      | Price:   24.16 | Trend:  -3.40% | Mom:  -0.94% | Risk: LOW       
  RAINBOW.NS      | Price: 1447.20 | Trend:  -1.72% | Mom:   0.98% | Risk: LOW       
  INTELLECT.NS    | Price:  686.65 | Trend:  -4.67% | Mom:  -0.67% | Risk: LOW       
  FINEORG.NS      | Price: 5152.00 | Trend:   1.80% | Mom:  -0.15% | Risk: LOW       
  KIRLOSENG.NS    | Price: 2201.90 | Trend:  -0.39% | Mom:   4.81% | Risk: LOW       
  THELEELA.NS     | Price:  554.05 | Trend:   8.86% | Mom:  -1.36% | Risk: LOW       
  EMMVEE.NS       | Price:  325.20 | Trend:  -1.28% | Mom:   0.37% | Risk: LOW       
  BLUEDART.NS     | Price: 4991.70 | Trend:  -0.40% | Mom:  -1.80% | Risk: LOW       
  ZYDUSWELL.NS    | Price:  531.70 | Trend:  -3.16% | Mom:   8.33% | Risk: LOW       
  KSB.NS          | Price:  813.55 | Trend:  -5.08% | Mom:   1.46% | Risk: LOW       
  PCBL.NS         | Price:  317.00 | Trend:  -0.46% | Mom:  -0.17% | Risk: LOW       
  CEMPRO.NS       | Price: 1297.40 | Trend:  -5.87% | Mom:   1.65% | Risk: LOW       
  ZENTEC.NS       | Price: 1801.40 | Trend:   0.49% | Mom:  -6.48% | Risk: LOW       
  BBTC.NS         | Price: 1496.80 | Trend:  -0.12% | Mom:   4.86% | Risk: LOW       
  MINDACORP.NS    | Price:  702.80 | Trend:  -0.10% | Mom:  -3.44% | Risk: LOW       
  BELRISE.NS      | Price:  236.86 | Trend:   0.44% | Mom:   2.20% | Risk: LOW       
  TARIL.NS        | Price:  300.95 | Trend:  -3.59% | Mom:   0.77% | Risk: LOW       
