date,buy_signals,hold_signals,sell_signals,capital,unrealized_pnl,realized_pnl,total_pnl,total_value,return_percent,positions_count
2024-01-25,22,12,12,2804.16,5567.52,-2585.38,2982.14,8371.68,0.3,11
2024-02-02,29,9,8,2674.87,5997.29,-2585.38,3411.91,8672.16,0.34,11
2024-02-09,22,16,8,2543.24,6101.62,-2585.38,3516.24,8644.86,0.35,11
2024-02-16,20,20,6,2543.24,6477.95,-2585.38,3892.57,9021.19,0.39,11
2024-02-23,27,17,2,2543.24,6311.46,-2585.38,3726.08,8854.7,0.37,11
2024-03-01,19,21,6,2543.24,6210.7,-2585.38,3625.32,8753.94,0.36,11
2024-03-07,22,15,9,2543.24,6458.89,-2585.38,3873.51,9002.13,0.39,11
2024-03-15,8,28,10,3216.97,6902.25,-2459.58,4442.67,10119.22,0.44,9
2024-03-22,9,25,12,4911.24,6283.84,-2023.94,4259.9,11195.08,0.43,7
2024-03-28,23,12,11,4361.19,6205.0,-2023.94,4181.06,10566.19,0.42,7
2024-04-05,25,15,6,4032.11,6328.95,-2023.94,4305.01,10361.06,0.43,7
2024-04-12,14,22,10,3692.76,5962.51,-2023.94,3938.57,9655.27,0.39,7
2024-04-19,8,16,22,4331.51,5696.61,-1804.87,3891.74,10028.12,0.39,5
2024-04-26,15,20,11,3984.8,6699.66,-1804.87,4894.79,10684.46,0.49,5
2024-05-03,22,20,4,3829.46,6447.96,-1804.87,4643.09,10277.42,0.46,5
2024-05-10,9,21,16,4078.65,6406.12,-1794.42,4611.7,10484.77,0.46,4
2024-05-17,17,21,8,12508.22,152.9,3958.18,4111.08,12661.12,0.41,7
2024-05-24,29,15,2,7854.78,198.52,3958.18,4156.7,8053.3,0.42,10
2024-05-31,12,19,15,8067.6,79.24,3927.99,4007.23,8146.84,0.4,8
2024-06-07,28,14,4,6850.33,122.47,3899.43,4021.9,6972.8,0.4,9
2024-06-14,30,15,1,5988.03,168.55,3899.43,4067.98,6156.58,0.41,9
2024-06-21,18,22,6,5685.98,102.6,3889.85,3992.45,5788.58,0.4,8
2024-06-28,22,22,2,5443.49,128.49,3889.85,4018.34,5571.98,0.4,8
2024-07-05,33,12,1,4723.59,138.48,3889.85,4028.33,4862.07,0.4,9
2024-07-12,31,13,2,4529.4,185.54,3884.97,4070.51,4714.94,0.41,8
2024-07-19,21,21,4,5013.26,182.0,3872.06,4054.06,5195.26,0.41,6
2024-07-26,26,16,4,5013.26,192.31,3872.06,4064.37,5205.57,0.41,6
2024-08-02,24,17,5,4794.16,192.24,3872.06,4064.3,4986.4,0.41,6
2024-08-09,11,21,14,5838.45,125.92,3896.24,4022.16,5964.37,0.4,4
2024-08-16,14,22,10,5595.67,118.21,3896.24,4014.45,5713.88,0.4,5
2024-08-23,24,20,2,5595.67,127.47,3896.24,4023.71,5723.14,0.4,5
2024-08-30,29,17,0,5341.71,136.27,3896.24,4032.51,5477.98,0.4,5
2024-09-06,14,17,15,6596.4,-3.66,3952.97,3949.31,6592.74,0.39,1
2024-09-13,20,17,9,6337.75,6.08,3952.97,3959.05,6343.83,0.4,1
2024-09-20,28,11,7,6085.12,6.57,3952.97,3959.54,6091.69,0.4,1
2024-09-27,28,15,3,5704.1,16.64,3952.97,3969.61,5720.74,0.4,3
2024-10-04,7,30,9,5545.07,6.53,3952.97,3959.5,5551.6,0.4,3
2024-10-11,6,16,24,5545.07,-2.7,3952.97,3950.27,5542.37,0.4,3
2024-10-18,11,16,19,5501.16,0.56,3943.29,3943.85,5501.72,0.39,2
2024-10-25,3,7,36,5643.7,5.24,3926.8,3932.04,5648.94,0.39,1
2024-11-01,3,15,28,5643.7,9.04,3926.8,3935.84,5652.74,0.39,1
2024-11-08,7,21,18,5376.56,6.44,3926.8,3933.24,5383.0,0.39,1
2024-11-14,4,8,34,5110.71,6.62,3926.8,3933.42,5117.33,0.39,1
2024-11-22,10,16,20,5110.71,9.0,3926.8,3935.8,5119.71,0.39,1
2024-11-29,13,26,7,4866.51,20.78,3926.8,3947.58,4887.29,0.39,2
2024-12-06,17,23,6,4730.77,24.98,3926.8,3951.78,4755.75,0.4,2
2024-12-13,20,14,12,4605.31,36.74,3926.8,3963.54,4642.05,0.4,2
2024-12-20,1,13,32,4727.87,27.63,3923.9,3951.53,4755.5,0.4,1
2024-12-27,4,14,28,4727.87,31.38,3923.9,3955.28,4759.25,0.4,1
2025-01-03,15,24,7,4727.87,17.29,3923.9,3941.19,4745.16,0.39,1
2025-01-10,14,12,20,4727.87,23.16,3923.9,3947.06,4751.03,0.39,1
2025-01-17,5,20,21,4753.86,8.65,3929.17,3937.82,4762.51,0.39,1
2025-01-24,9,26,11,4753.86,-0.93,3929.17,3928.24,4752.93,0.39,1
2025-01-31,11,23,12,4753.86,4.88,3929.17,3934.05,4758.74,0.39,1
2025-02-07,17,24,5,4622.48,0.33,3929.17,3929.5,4622.81,0.39,2
2025-02-14,4,17,25,4846.29,0.03,3907.85,3907.88,4846.32,0.39,1
2025-02-21,6,9,31,4712.89,4.15,3907.85,3912.0,4717.04,0.39,1
2025-02-28,3,8,35,4583.01,4.19,3907.85,3912.04,4587.2,0.39,1
2025-03-07,8,15,23,4439.09,4.19,3907.85,3912.04,4443.28,0.39,1
2025-03-13,10,23,13,4295.92,4.27,3907.85,3912.12,4300.19,0.39,1
2025-03-21,24,17,5,3977.1,8.93,3907.85,3916.78,3986.03,0.39,2
2025-03-28,28,14,4,3653.37,8.99,3907.85,3916.84,3662.36,0.39,2
2025-04-04,11,17,18,3790.56,-0.48,3897.39,3896.91,3790.08,0.39,1
2025-04-11,13,16,17,3694.47,0.28,3897.39,3897.67,3694.75,0.39,2
2025-04-17,29,9,8,3409.86,13.25,3897.39,3910.64,3423.11,0.39,2
2025-04-25,33,13,0,3310.2,13.55,3897.39,3910.94,3323.75,0.39,2
2025-05-02,13,31,2,3310.2,13.09,3897.39,3910.48,3323.29,0.39,2
2025-05-09,12,27,7,3201.61,6.92,3897.39,3904.31,3208.53,0.39,2
2025-05-16,30,14,2,2929.17,15.26,3897.39,3912.65,2944.43,0.39,3
2025-05-23,14,27,5,2808.47,25.72,3897.39,3923.11,2834.19,0.39,3
2025-05-30,11,22,13,2684.64,21.48,3897.39,3918.87,2706.12,0.39,3
2025-06-06,10,28,8,2684.64,19.21,3897.39,3916.6,2703.85,0.39,3
2025-06-13,13,25,8,2554.16,17.89,3897.39,3915.28,2572.05,0.39,3
2025-06-20,15,20,11,2609.79,7.11,3899.73,3906.84,2616.9,0.39,2
2025-06-27,22,22,2,2609.79,27.62,3899.73,3927.35,2637.41,0.39,2
2025-07-04,26,17,3,2609.79,32.16,3899.73,3931.89,2641.95,0.39,2
2025-07-11,7,27,12,2609.79,19.18,3899.73,3918.91,2628.97,0.39,2
2025-07-18,11,24,11,2609.79,25.84,3899.73,3925.57,2635.63,0.39,2
2025-07-25,6,19,21,2730.95,11.41,3895.71,3907.12,2742.36,0.39,1
2025-08-01,5,12,29,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-08-08,7,20,19,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-08-14,14,23,9,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-08-22,17,28,1,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-08-29,9,24,13,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-09-05,14,11,21,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-09-12,16,26,4,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-09-19,24,21,1,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-09-26,9,11,26,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-10-03,8,18,20,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-10-10,25,20,1,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-10-17,29,14,3,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-10-24,28,14,4,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-10-31,19,18,9,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-11-07,12,16,18,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-11-14,15,25,6,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-11-21,20,20,6,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-11-28,17,22,7,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-12-05,20,22,4,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-12-12,14,22,10,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-12-19,17,21,8,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2025-12-26,14,24,8,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2026-01-02,20,22,4,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2026-01-09,16,20,10,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
2026-01-12,17,18,11,2883.96,0.0,3898.7,3898.7,2883.96,0.39,0
