Ticker,Signal,Current_Price,Trend_Assessment,RSI,MACD,MA20,MA50,MA200,ATR,Buy_Range_Low,Buy_Range_High,Stop_Loss,Target,RR_Ratio,Risk_Context,Confidence,Rules_Passed,Rules_Failed
IFCI.NS,HOLD,61.42,weak_trend,68.56,2.02,59.88,,56.21,3.12,,,56.74,67.66,1.33,LOW,40,1,2
FORCEMOT.NS,HOLD,24139.0,weak_trend,73.79,1426.68,21771.25,,17197.39,1309.57,,,22174.64,26758.14,1.33,ELEVATED,40,1,2
SBFC.NS,HOLD,95.16,weak_trend,73.17,-0.89,93.96,,106.67,3.35,,,90.14,101.85,1.33,LOW,40,0,3
HINDCOPPER.NS,HOLD,563.65,weak_trend,26.69,9.63,599.67,,342.69,35.84,,,509.9,635.32,1.33,ELEVATED,40,0,3
BSE.NS,HOLD,2741.4,weak_trend,47.64,26.77,2875.02,,2568.99,136.35,,,2536.87,3014.1,1.33,ELEVATED,40,0,3
PREMIERENE.NS,SELL,752.8,downtrend,57.8,-5.39,757.48,,972.79,29.59,,,811.99,604.84,2.5,ELEVATED,66,1,2
IREDA.NS,HOLD,125.72,weak_trend,37.62,-2.48,128.68,,150.18,3.82,,,119.98,133.37,1.33,LOW,40,0,3
HINDZINC.NS,HOLD,584.1,weak_trend,37.35,-11.77,633.99,,498.27,24.52,,,547.32,633.14,1.33,ELEVATED,40,0,3
SARDAEN.NS,HOLD,510.6,weak_trend,61.52,3.99,500.41,,503.53,19.11,,,481.94,548.81,1.33,NORMAL,40,2,1
ANANTRAJ.NS,SELL,545.75,downtrend,62.54,1.12,537.68,,568.14,24.48,,,594.71,423.34,2.5,ELEVATED,63,2,1
PFC.NS,HOLD,409.55,weak_trend,65.98,11.99,398.77,,390.03,14.37,,,387.99,438.3,1.33,NORMAL,40,1,2
SJVN.NS,SELL,75.14,downtrend,56.3,0.34,74.08,,88.35,2.67,,,80.47,61.81,2.5,LOW,66,1,2
HOMEFIRST.NS,SELL,1156.6,downtrend,45.08,14.75,1170.37,,1218.97,39.08,,,1234.76,961.21,2.5,ELEVATED,72,0,3
