Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-11 00:00:00+05:30,224.52418434911795,226.13469248498322,220.26106692476762,221.72947692871094,2995719,0.0,0.0
2016-01-12 00:00:00+05:30,221.87156779493142,227.83993488468536,221.77684052860477,224.76101684570312,3544439,0.0,0.0
2016-01-13 00:00:00+05:30,226.18204825979873,227.17677848357096,211.07166928810886,218.08212280273438,4137056,0.0,0.0
2016-01-14 00:00:00+05:30,215.05058127746605,220.68736675023536,212.87165179191337,215.8084716796875,2802513,0.0,0.0
2016-01-15 00:00:00+05:30,216.47165028855017,217.3716389413076,205.10333605020182,206.76121520996094,3286291,0.0,0.0
2016-01-18 00:00:00+05:30,199.98754680369817,214.00845237387193,198.75597686697878,207.75588989257812,4116330,0.0,0.0
2016-01-19 00:00:00+05:30,211.0716715046907,221.58735188706004,207.1874922874784,220.59263610839844,3713322,0.0,0.0
2016-01-20 00:00:00+05:30,216.9926738733588,217.2768845850102,204.67700164996123,207.85064697265625,4087126,0.0,0.0
2016-01-21 00:00:00+05:30,212.20851765865226,212.20851765865226,203.77702430175938,209.65065002441406,7664473,0.0,0.0
2016-01-22 00:00:00+05:30,211.26113399604532,213.1558526865928,205.055927393391,210.07693481445312,5622627,0.0,0.0
2016-01-25 00:00:00+05:30,211.26116445244213,213.91377389273248,206.28752717273215,206.90330505371094,1804218,0.0,0.0
2016-01-27 00:00:00+05:30,208.37168401385088,208.46642573010615,203.20857850017904,204.0138397216797,2189628,0.0,0.0
2016-01-28 00:00:00+05:30,204.62961184854888,208.3716782481866,196.24547613642068,199.75071716308594,12022147,0.0,0.0
2016-01-29 00:00:00+05:30,200.22442391013902,205.34015911627995,197.61918544384253,201.07704162597656,4589849,0.0,0.0
2016-02-01 00:00:00+05:30,202.0244041239447,210.1243303691465,201.5507243956353,209.461181640625,3982611,0.0,0.0
2016-02-02 00:00:00+05:30,210.2664070868273,212.161125807061,200.5559736456294,202.02438354492188,2971041,0.0,0.0
2016-02-03 00:00:00+05:30,200.84018320129252,203.20858158810023,197.0507457824002,199.1349334716797,3026403,0.0,0.0
2016-02-04 00:00:00+05:30,201.36123697487483,206.5243426500138,200.50860486858198,204.3454132080078,2023624,0.0,0.0
2016-02-05 00:00:00+05:30,204.34543959568774,206.52436931906482,198.09287561991363,199.9875946044922,3022383,0.0,0.0
2016-02-08 00:00:00+05:30,200.31915179285446,205.48225787799075,198.94548348845055,200.8875732421875,2723554,0.0,0.0
2016-02-09 00:00:00+05:30,198.9454791267157,201.55071754385125,197.57181085242846,199.3244171142578,1954496,0.0,0.0
2016-02-10 00:00:00+05:30,198.8033755297883,198.8507319352609,187.9560988540267,192.17185974121094,3393463,0.0,0.0
2016-02-11 00:00:00+05:30,192.31396331455676,194.01921317101906,172.89309509806213,177.0141143798828,3670827,0.0,0.0
2016-02-12 00:00:00+05:30,178.0561895675933,180.66142781851875,160.24583063379163,168.67733764648438,12168356,0.0,0.0
2016-02-15 00:00:00+05:30,174.74044786462755,183.78773351376196,174.3141390027433,181.08775329589844,9208050,0.0,0.0
2016-02-16 00:00:00+05:30,185.20876779817547,193.5929045011855,183.55088880253965,189.803466796875,9113057,0.0,0.0
2016-02-17 00:00:00+05:30,190.46663988272496,203.01915388490787,185.9666820328858,201.31390380859375,6728882,0.0,0.0
2016-02-18 00:00:00+05:30,203.20859653657388,204.44016667942222,194.91920157296073,199.3244171142578,4659211,0.0,0.0
2016-02-19 00:00:00+05:30,197.9033649965979,199.7033564582505,194.91918878766074,198.37704467773438,2019974,0.0,0.0
2016-02-22 00:00:00+05:30,198.04546984490102,200.55596627472136,193.4981421923538,195.061279296875,2342159,0.0,0.0
2016-02-23 00:00:00+05:30,195.10866938797997,197.66653692733,192.3139619939576,193.45079040527344,2174859,0.0,0.0
2016-02-24 00:00:00+05:30,192.17188063117942,193.02449840017138,188.3824426257773,189.61399841308594,3502611,0.0,0.0
2016-02-25 00:00:00+05:30,190.70344372695314,191.2718506745903,185.16138564026113,188.0034637451172,4868927,0.0,0.0
2016-02-26 00:00:00+05:30,191.27187060801552,193.68764014001428,186.2982334061891,189.56663513183594,2188367,0.0,0.0
2016-02-29 00:00:00+05:30,190.4192291464441,193.26130719340597,185.49296342282153,186.3455810546875,3939877,0.0,0.0
2016-03-01 00:00:00+05:30,187.57715895646695,197.0507528431572,186.0140217473859,196.00865173339844,2152599,0.0,0.0
2016-03-02 00:00:00+05:30,197.99811671118425,210.83483960916917,197.85601858189202,207.28224182128906,4228824,0.0,0.0
2016-03-03 00:00:00+05:30,209.22434211879926,217.37162478571594,206.19278028821265,215.52427673339844,3290989,0.0,0.0
2016-03-04 00:00:00+05:30,216.80321514989328,216.80321514989328,210.5032661562832,213.2979736328125,4768604,0.0,0.0
2016-03-08 00:00:00+05:30,212.20850946399233,219.50317408570555,210.5980013457789,216.2347869873047,3066086,0.0,0.0
2016-03-09 00:00:00+05:30,215.9979599134057,220.40317568204787,209.65065433337782,214.10324096679688,4117976,0.0,0.0
2016-03-10 00:00:00+05:30,216.75581063427455,216.75581063427455,212.39795207399914,214.52951049804688,1543894,0.0,0.0
2016-03-11 00:00:00+05:30,214.52953798960706,220.59264695720788,214.10322914127798,219.0294952392578,2649095,0.0,0.0
2016-03-14 00:00:00+05:30,220.7347422282271,224.99785956739888,217.56108242684294,220.16632080078125,2722628,0.0,0.0
2016-03-15 00:00:00+05:30,220.82948594319004,221.303165651815,215.24005670808071,216.2347869873047,1913147,0.0,0.0
2016-03-16 00:00:00+05:30,216.94530603802727,217.4189857455339,211.02430969419464,216.5189971923828,2172701,0.0,0.0
2016-03-17 00:00:00+05:30,219.21895432190212,226.8925710671474,218.88738721288345,223.2926025390625,5383866,0.0,0.0
2016-03-18 00:00:00+05:30,224.00313100058608,230.39780705797224,223.33998230056125,229.21360778808594,4606790,0.0,0.0
2016-03-21 00:00:00+05:30,226.37152584553343,232.10305310934504,224.287338055663,231.0135955810547,3240298,0.0,0.0
2016-03-22 00:00:00+05:30,230.29985268628255,231.53700355947072,225.06576512523066,227.9683074951172,3153670,1.1,0.0
2016-03-23 00:00:00+05:30,228.15865585053533,231.44185362488105,225.8746959695286,226.7787628173828,2083410,0.0,0.0
2016-03-28 00:00:00+05:30,228.77721503666794,231.2039313899444,221.44949497704005,224.25686645507812,2756755,0.0,0.0
2016-03-29 00:00:00+05:30,225.0181876857244,230.49018851419612,222.02048869246468,226.3505096435547,2043092,0.0,0.0
2016-03-30 00:00:00+05:30,228.3965255249858,236.48556913732904,227.96828494383846,234.05885314941406,2883662,0.0,0.0
2016-03-31 00:00:00+05:30,235.1532757879054,237.91306149279748,230.77566964801355,235.72425842285156,4192902,0.0,0.0
2016-04-01 00:00:00+05:30,236.00977416865982,236.00977416865982,227.92072948949206,231.15634155273438,1772898,0.0,0.0
2016-04-04 00:00:00+05:30,237.3896678928437,237.3896678928437,229.53853626696392,230.82327270507812,1986415,0.0,0.0
2016-04-05 00:00:00+05:30,230.68051970089832,230.7281052217587,213.02738054135392,215.31134033203125,4836504,0.0,0.0
2016-04-06 00:00:00+05:30,216.02506175269514,218.64210545234232,210.45789025593035,213.50318908691406,6273776,0.0,0.0
2016-04-07 00:00:00+05:30,214.59759417181832,216.97672492760344,205.55689729983484,206.31822204589844,4171133,0.0,0.0
2016-04-08 00:00:00+05:30,205.5568950657426,209.3635042336267,204.31974418196793,208.64976501464844,1631016,0.0,0.0
2016-04-11 00:00:00+05:30,210.21997754913667,218.78484785342843,208.1739310070914,217.9759521484375,2417006,0.0,0.0
2016-04-12 00:00:00+05:30,217.92837808090687,223.44796436009415,215.35891975883777,222.3059844970703,2704639,0.0,0.0
2016-04-13 00:00:00+05:30,223.63830058579245,226.44567209318885,220.78334355703765,222.25840759277344,2830268,0.0,0.0
2016-04-18 00:00:00+05:30,224.44720851882911,225.30368980999873,217.02431741813098,220.1171875,5479038,0.0,0.0
2016-04-20 00:00:00+05:30,220.78333695797645,224.8754448144272,220.30751080073944,222.2108154296875,2111521,0.0,0.0
2016-04-21 00:00:00+05:30,222.78182332009885,224.58995699596332,217.35739325038014,218.261474609375,2990447,0.0,0.0
2016-04-22 00:00:00+05:30,218.40420726779882,222.11564550444774,216.31057506966195,218.97520446777344,7431640,0.0,0.0
2016-04-25 00:00:00+05:30,219.83166238185217,222.40112046651888,219.11792321827474,220.59298706054688,1454607,0.0,0.0
2016-04-26 00:00:00+05:30,220.97367314777475,221.6398268897138,216.02508382343282,218.0235595703125,2703783,0.0,0.0
2016-04-27 00:00:00+05:30,218.88004662706444,230.29987514673738,216.64365773353668,229.5861358642578,7177265,0.0,0.0
2016-04-28 00:00:00+05:30,230.0143864483733,230.0143864483733,223.01974989108376,224.06655883789062,5899252,0.0,0.0
2016-04-29 00:00:00+05:30,224.58996142063043,228.4917419825496,221.49709118920225,226.68359375,2160232,0.0,0.0
2016-05-02 00:00:00+05:30,225.54160330671948,225.77951639037636,220.59301407086886,221.68740844726562,2312439,0.0,0.0
