Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-07-21 00:00:00+05:30,581.2031921317841,618.6720635885558,580.3318230281383,607.8670654296875,11824029,0.0,0.0
2016-07-22 00:00:00+05:30,609.9583129882812,617.5392340865359,606.6471213546023,609.9583129882812,820402,0.0,0.0
2016-07-25 00:00:00+05:30,610.8298621981938,610.8298621981938,602.9875387177606,603.9024658203125,260240,0.0,0.0
2016-07-26 00:00:00+05:30,605.5146130008219,611.2656297260028,601.2448816977076,603.1183471679688,312995,0.0,0.0
2016-07-27 00:00:00+05:30,603.07443988033,607.9105801872217,598.6740372404241,601.157470703125,168708,0.0,0.0
2016-07-28 00:00:00+05:30,602.6388231537571,607.3442373711812,590.657498528429,592.44384765625,375033,0.0,0.0
2016-07-29 00:00:00+05:30,601.2445349139539,609.9582238257503,596.8876904580557,602.81298828125,726870,0.0,0.0
2016-08-01 00:00:00+05:30,605.4707370985725,606.7777906174016,594.7964666948022,598.5433959960938,347573,0.0,0.0
2016-08-02 00:00:00+05:30,596.9313716056324,601.244659145024,594.709391110839,595.7114868164062,268056,0.0,0.0
2016-08-03 00:00:00+05:30,596.8877900067497,599.5018971162683,590.5268066770835,592.5309448242188,116318,0.0,0.0
2016-08-04 00:00:00+05:30,594.3171697136603,596.0163497686883,591.746620726222,593.44580078125,134769,0.0,0.0
2016-08-05 00:00:00+05:30,594.2301396850834,623.028876412496,593.8380129721902,607.91064453125,593783,0.0,0.0
2016-08-08 00:00:00+05:30,609.9583003368472,616.9292523406968,606.7342243982381,610.7425537109375,347844,0.0,0.0
2016-08-09 00:00:00+05:30,612.7467193140042,619.5433871863929,606.7342516668072,608.4769897460938,341932,0.0,0.0
2016-08-10 00:00:00+05:30,609.8710099927803,610.7859365443461,601.2444380857253,601.4622802734375,84904,0.0,0.0
2016-08-11 00:00:00+05:30,602.1159615346007,607.3441753829475,594.7093252494428,596.0599365234375,96842,0.0,0.0
2016-08-12 00:00:00+05:30,598.3254461614418,602.2029950227861,595.144928563838,597.0619506835938,74615,0.0,0.0
2016-08-16 00:00:00+05:30,597.0621131263069,599.5019359497377,593.6637523901417,594.2301635742188,64845,0.0,0.0
2016-08-17 00:00:00+05:30,594.360747113954,602.5516366222438,590.0910711148954,591.615966796875,90769,0.0,0.0
2016-08-18 00:00:00+05:30,592.3567343152562,594.1430304262219,587.3028039095416,588.130615234375,152898,0.0,0.0
2016-08-19 00:00:00+05:30,588.174199264823,592.4439295405552,577.4128111148987,579.1119384765625,222490,0.0,0.0
2016-08-22 00:00:00+05:30,580.2882574127491,581.2031843224539,570.7467552192014,571.6616821289062,132422,0.0,0.0
2016-08-23 00:00:00+05:30,570.8337727186405,576.7591240724666,561.1615987346037,562.8607788085938,221090,0.0,0.0
2016-08-24 00:00:00+05:30,562.9042889349176,565.9105221674497,556.2382958186133,557.5453491210938,188676,0.0,0.0
2016-08-25 00:00:00+05:30,557.7197752398279,579.2861602104509,557.7197752398279,569.7882690429688,283053,0.0,0.0
2016-08-26 00:00:00+05:30,570.7903264556899,575.0164985614301,563.4272468188877,564.472900390625,86564,0.0,0.0
2016-08-29 00:00:00+05:30,561.5972951684423,564.1678442393231,557.5018504163439,558.4603881835938,66739,0.0,0.0
