symbol,date,revenue_cagr,profit_cagr,roce,roe,debt_to_equity,dividend_yield,pe_ratio,pb_ratio,peg_ratio,operating_cash_flow,interest_coverage,margin_trend,net_profit,historical_pe_median
BANKBARODA.NS,2026-02-09,12.9,38.2,1.0,12.8,0.5,289.0,7.718459,0.914714,1.5,348915800000,5.0,Improving,194653372416,7.718459
