symbol,date,revenue_cagr,profit_cagr,roce,roe,debt_to_equity,dividend_yield,pe_ratio,pb_ratio,peg_ratio,operating_cash_flow,interest_coverage,margin_trend,net_profit,historical_pe_median
APOLLOHOSP.NS,2026-02-09,,,7.6,19.8,0.8,28.0,61.849216,11.401638,1.5,21364000000,5.0,Improving,16718999552,61.849216
