symbol,date,revenue_cagr,profit_cagr,roce,roe,debt_to_equity,dividend_yield,pe_ratio,pb_ratio,peg_ratio,operating_cash_flow,interest_coverage,margin_trend,net_profit,historical_pe_median
AUROPHARMA.NS,2026-02-09,,,6.3,10.4,0.2,34.0,20.418999,1.994879,1.5,39246200000,5.0,Improving,34224799744,20.418999
