symbol,date,revenue_cagr,profit_cagr,roce,roe,debt_to_equity,dividend_yield,pe_ratio,pb_ratio,peg_ratio,operating_cash_flow,interest_coverage,margin_trend,net_profit,historical_pe_median
SUNPHARMA.NS,2026-02-09,10.6,49.5,15.0,15.0,0.1,97.0,37.52146,5.25362,1.5,140720900000,5.0,Improving,109152698368,37.52146
