symbol,date,revenue_cagr,profit_cagr,roce,roe,debt_to_equity,dividend_yield,pe_ratio,pb_ratio,peg_ratio,operating_cash_flow,interest_coverage,margin_trend,net_profit,historical_pe_median
BAJAJFINSV.NS,2026-02-09,25.4,24.9,15.0,15.0,2.4,5.0,33.788383,4.212651,1.5,-621132500000,5.0,Improving,96789397504,33.788383
