symbol,date,revenue_cagr,profit_cagr,roce,roe,debt_to_equity,dividend_yield,pe_ratio,pb_ratio,peg_ratio,operating_cash_flow,interest_coverage,margin_trend,net_profit,historical_pe_median
LT.NS,2026-02-09,,,15.0,15.0,1.1,84.0,32.202915,5.58163,1.5,91607100000,5.0,Improving,171246305280,32.202915
